Code,품목,제품유형 3차분류,제품유형 2차분류,제품유형 1차분류,굿즈 Status 1.goods,PB/NB,출시일,리뉴얼,단종일,"판매일수 
(딘종일-출시일)","판매월 
(딘종일-출시일)",시즌,시즌_1,IP,수주액 2022,수주액 2022/01,수주액 2022/02,수주액 2022/03,수주액 2022/04,수주액 2022/05,수주액 2022/06,수주액 2022/07,수주액 2022/08,수주액 2022/09,수주액 2022/10,수주액 2022/11,수주액 2022/12,수주액 2023,수주액 2023/01,수주액 2023/02,수주액 2023/03,수주액 2023/04,수주액 2023/05,수주액 2023/06,수주액 2023/07,수주액 2023/08,수주액 2023/09,수주액 2023/10,수주액 2023/11,수주액 2023/12,수주액 2024,수주액 2024/01,수주액 2024/02,수주액 2024/03,수주액 2024/04,수주액 2024/05,수주액 2024/06,수주액 2024/07,수주액 2024/08,수주액 2024/09,수주액 2024/10,수주액 2024/11,수주액 2024/12,수주액 2025,수주액 2025/01,수주액 2025/02,수주액 2025/03,수주액 2025/04,수주액 2025/05,수주액 2025/06,수주액 2025/07,수주액 2025/08,수주액 2025/09,수주액 2025/10,수주액 2025/11,수주액 2025/12,판매량 2022,판매량 2022/01,판매량 2022/02,판매량 2022/03,판매량 2022/04,판매량 2022/05,판매량 2022/06,판매량 2022/07,판매량 2022/08,판매량 2022/09,판매량 2022/10,판매량 2022/11,판매량 2022/12,판매량 2023,판매량 2023/01,판매량 2023/02,판매량 2023/03,판매량 2023/04,판매량 2023/05,판매량 2023/06,판매량  2023/07,판매량 2023/08,판매량 2023/09,판매량 2023/10,판매량 2023/11,판매량 2023/12,판매량 2024,판매량 2024/01,판매량 2024/02,판매량 2024/03,판매량 2024/04,판매량 2024/05,판매량 2024/06,판매량 2024/07,판매량 2024/08,판매량 2024/09,판매량 2024/10,판매량 2024/11,판매량 2024/12,판매량 2025,판매량 2025/01,판매량 2025/02,판매량 2025/03,판매량 2025/04,판매량 2025/05,판매량 2025/06,판매량 2025/07,판매량 2025/08,판매량 2025/09,판매량 2025/10,판매량 2025/11,판매량 2025/12,구성비 2022,구성비 2022/01,구성비 2022/02,구성비 2022/03,구성비 2022/04,구성비 2022/05,구성비 2022/06,구성비 2022/07,구성비 2022/08,구성비 2022/09,구성비 2022/10,구성비 2022/11,구성비 2022/12,구성비 2023,구성비 2023/01,구성비 2023/02,구성비 2023/03,구성비 2023/04,구성비 2023/05,구성비 2023/06,구성비 2023/07,구성비 2023/08,구성비 2023/09,구성비 2023/10,구성비 2023/11,구성비 2023/12,구성비 2024,구성비 2024/01,구성비 2024/02,구성비 2024/03,구성비 2024/04,구성비 2024/05,구성비 2024/06,구성비 2024/07,구성비 2024/08,구성비 2024/09,구성비 2024/10,구성비 2024/11,구성비 2024/12,구성비 2025,구성비 2025/01,구성비 2025/02,구성비 2025/03,구성비 2025/04,구성비 2025/05,구성비 2025/06,구성비 2025/07,구성비 2025/08,구성비 2025/09,구성비 2025/10,구성비 2025/11,구성비 2025/12,SKU 2022,SKU 2022/01,SKU 2022/02,SKU 2022/03,SKU 2022/04,SKU 2022/05,SKU 2022/06,SKU 2022/07,SKU 2022/08,SKU 2022/09,SKU 2022/10,SKU 2022/11,SKU 2022/12,SKU 2023,SKU 2023/01,SKU 2023/02,SKU 2023/03,SKU 2023/04,SKU 2023/05,SKU 2023/06,SKU 2023/07,SKU 2023/08,SKU 2023/09,SKU 2023/10,SKU 2023/11,SKU 2023/12,SKU 2024,SKU 2024/01,SKU 2024/02,SKU 2024/03,SKU 2024/04,SKU 2024/05,SKU 2024/06,SKU 2024/07,SKU 2024/08,SKU 2024/09,SKU 2024/10,SKU 2024/11,SKU 2024/12,SKU 2025,SKU 2025/01,SKU 2025/02,SKU 2025/03,SKU 2025/04,SKU 2025/05,SKU 2025/06,SKU 2025/07,SKU 2025/08,SKU 2025/09,SKU 2025/10,SKU 2025/11,SKU 2025/12,판매가 구간,100개 기준 판매가,300개 기준 판매가,검토 내용,[예림] 비고,"판매일 2023/01 
품절일제외","판매일 2023/02 
품절일제외",판매일 2023/03,판매일 2023/04,판매일 2023/05,판매일 2023/06,판매일 2023/07,판매일 2023/08,판매일 2023/09,판매일 2023/10,판매일 2023/11,판매일 2023/12,판매일 2024/01,판매일 2024/02,판매일 2024/03,판매일 2024/04,판매일 2024/05,판매일 2024/06,판매일 2024/07,판매일 2024/08,판매일 2024/09,판매일 2024/10,판매일 2024/11,판매일 2024/12,판매일 2025/01,판매일 2025/02,판매일 025/03,판매일 2025/04,판매일 2025/05,판매일 2025/06,판매일 2025/07,판매일 2025/08,판매일 2025/09,판매일 2025/10,판매일 2025/11,판매일 2025/12,"활성 판매월 2023  
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월_2","판매월 2023 
품절일제외
여름, 겨울시즌 3개월","판매월 2024 
품절일제외
여름, 겨울시즌 3개월","판매월 2025 
품절일제외
여름, 겨울시즌 3개월","월평균 2023
수주액 / 활성판매월","월평균 2024
수주액 / 활성판매월","월평균 2025
수주액 / 활성판매월","월평균 2023
수주액 / 판매월","월평균 2024
수주액 / 판매월","월평균 2025
수주액 / 판매월",판매일 2023(휴일제외),판매일 2024(휴일제외),판매일 2025(휴일제외),영업일 2023(출시 및 단종일 고려),영업일 2024출시 및 단종일 고려),영업일 2025 9월 30일까지출시 및 단종일 고려),영업일수 2025 ,품절율 2023,품절율 2024,"품절율 2025  
9월 30일까지",월평균 2023,소싱구분
OJCD,위시 오브제 캔들,비즈왁스,향초,Fragrance,판매중,PB,2023.10.17,2025.6.20,,845,27.8,,,,0,,,,,,,,,,,,,8395000,,,,,,,,,,,2180000,6215000,14544800,2934400,,,,,,,2020000,,,5390400,4200000,15395000,,,4984000,,,,,,,,3892000,6519000,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,100,,,260,200,868,,,868,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0.00121,0.00285,0.00109,0.0033,0,0,0,0,0,0,0.00197,0,0,0.00282,0.00277,0.00124,0,0,0.00505,0,0,0,0,0,0,0,0.00237,0.00444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03_1만~1.5만원,"₩14,200","₩13,300",,,,,,,,,,,,22,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,12,4,3,12,1,"8,395,000","1,212,067",0,"5,131,667","1,212,067","15,395,000",83,365,31,54,262,195,,-0.537,-0.39,0.841,,
OMMG,오아시스 미니 마사지건,마사지건,건강가전,Tech,판매중,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22266400,,,,,,,,,,,6080800,16185600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0037,0.01102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08_3.5만~4만원,"₩37,400","₩37,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,직소싱
OPPB,Open 페이퍼박스,단상자,D형박스,Kit,판매중,PB,2020.9.25,2022.1.11,,1962,64.5,,,,30535500,0,810000,1320000,890000,1351700,2672200,1450000,4474600,,2595000,8330000,6642000,27758400,1670000,2923000,2605000,989000,5840400,3170000,4268500,160000,896500,240000,2054600,2941400,27242680,4304400,687690,800000,630000,,2215400,4310000,1110000,1407690,4386000,4167500,3224000,31515410,2607260,150000,1309990,352000,116560,,2298000,2640000,5133500,13619240,,3288860,,,,,,,,,,,,,,,,,,,,,,,,,,,8411,820,283,200,400,,728,1000,100,276,2550,1100,954,16465,598,50,250,200,62,,600,450,2050,7578,2790,1837,0.00222,0,0.00148,0.00199,0.00078,0.00134,0.00222,0.00166,0.00361,0,0.00185,0.00334,0.00408,0.00215,0.00189,0.00429,0.00264,0.00158,0.00632,0.00419,0.00471,0.00018,0.00086,0.00019,0.00114,0.00135,0.00204,0.00484,0.00084,0.00135,0.00069,0,0.00213,0.00482,0.00108,0.00127,0.00255,0.00218,0.00213,0.00254,0.00281,0.00021,0.00133,0.00035,0,0.00263,0,0.00275,0.00443,0.01177,0,0.00224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩6,000","₩2,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,"27,758,400",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,260,262,195,,1,1,1,,
OSTR,오픈 스트로우 세트,실리콘 빨대,빨대,Drinkware,졸업,NB,2020.6.10,,2025.7.9,1855,61,,,,22602000,,2002500,,,4223900,1978000,3334000,,1010000,4902000,2700000,2451600,10580190,1290000,,,,,3272000,1440000,892800,3040000,,645390,,6535000,,,,,1040000,,832500,2790000,832500,1040000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,100,,150,300,150,100,,,165,,,165,,,,,,,,,,0.00164,0,0.00366,0,0,0.00418,0.00164,0.00382,0,0.00105,0.00349,0.00108,0.00151,0.00082,0.00146,0,0,0,0,0.00433,0.00159,0.00102,0.00291,0,0.00036,0,0.00049,0,0,0,0,0.00114,0,0.00093,0.00273,0.00075,0.00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,01_0~5천원,"₩2,500","₩1,800",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,,,,,,,,,,,,,5,12,3,7,12,0,"2,116,038","544,583","346,667",0,"544,583",#DIV/0!,214,365,0,260,262,136,,0.1769,-0.39,1,,
PBOX,리사이저블 페이퍼 박스,페이퍼 하드커버,D형박스,Kit,졸업,PB,2019.3.29,,2019.12.12,258,8.5,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,단종(견적서 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
PCMT,클라우드 피크닉매트,돗자리,레저/피크닉,Outdoor,판매중,PB,2019.4.1,2025.6.20,,2505,82.4,,계절적제품: 봄/가을,,247839720,2549000,3927000,22032400,104750900,21525500,26942300,21675000,31747420,6983460,1409000,4297740,,90243700,1320000,4876200,6100000,12550000,11919500,6549000,29366000,1728000,7625000,3320000,4890000,,51769400,8014200,3393100,1570000,27339600,4012500,3226000,1650000,1650000,914000,,89000,-89000,76843200,51760000,1739000,,14425200,89000,3560000,,1710000,,,,3560000,,,,,,,,,,,,,,,,,,,,,,,,,,,2381,451,210,100,920,250,200,100,100,50,,0,0,2705,1600,100,,705,,100,,100,,,,100,0.01801,0.00432,0.00718,0.03317,0.09208,0.02131,0.02236,0.0248,0.02558,0.00723,0.001,0.00172,0,0.00698,0.0015,0.00716,0.00619,0.01999,0.01289,0.00866,0.03242,0.00197,0.00729,0.00264,0.00271,0,0.00388,0.00902,0.00416,0.00264,0.03012,0.00439,0.00311,0.00185,0.00161,0.00083,0,0.00005,-0.00006,0.0062,0.05577,0.00243,0,0.01446,0.00471,0,0.00471,0.00178,0,0,0,0.00242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,04_1.5만~2만원,"₩17,100","₩16,800",,,,,,,,,,,,22,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,12,4,3,12,1,"90,243,700","4,314,117",0,"25,614,400","4,314,117","76,843,200",83,365,31,260,262,195,,0.6808,-0.39,0.841,,
PDBX,캠핑무드 폴딩박스,폴딩박스,캠핑,Outdoor,졸업,NB,2021.3.21,,2022.4.26,401,13.2,,계절적제품: 봄/가을,,2845500,,2845500,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021,0,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04_1.5만~2만원,"₩16,500","₩15,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
PDCG,"No Stress, PD충전기",,충전기,Tech,졸업,NB,2021.2.5,2022.10.27,2024.10.25,1358,44.7,,,,117339100,2270000,,,8382000,,16115250,,15899500,,6048750,63573600,5050000,37664680,5169000,5300000,,,49500,,7655000,2800000,7572580,6393600,,2725000,77745800,9265400,,,12570000,4290000,,39210400,,,11970000,440000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0.00853,0.00385,0,0,0.00737,0,0.01338,0,0.01281,0,0.00431,0.02548,0.0031,0.00291,0.00586,0.00779,0,0,0.00005,0,0.00845,0.00318,0.00724,0.00508,0,0.00125,0.00583,0.01043,0,0,0.01385,0.00469,0,0.04386,0,0,0.00697,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10_4.5만~5만원,"₩49,500","₩49,000",단종(견적서 등록 완료),,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,29,,,,,,,,,,,,,,,,5,12,0,7,9,0,"7,532,936","6,478,817",#DIV/0!,0,"8,638,422",#DIV/0!,214,273,0,260,215,0,,0.1769,-0.27,,,
PICP,피크닉 포터블 스피커,블루투스 스피커,블루투스 스피커,Tech,졸업,NB,2020.2.25,,2021.5.13,443,14.6,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05_2만~2.5만원,"₩22,000","₩21,000",단종(견적서 등록 완료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
PIPR,페이퍼링 캘린더,스프링 캘린더,캘린더,Stationery,판매중,PB,2022.8.26,,,1262,41.5,계절적제품: 겨울,계절적제품: 겨울,,87818620,,,,,,,,,2532500,27503000,55377120,2406000,208287880,1600000,,,,,,,1500000,7702560,82234090,47869030,67382200,150830860,5930000,,,,,,,,38001000,12948000,66209960,27741900,140717740,,,,,,,,,25129140,16821000,69189600,29578000,,,,,,,,,,,,,,,,,,,,,,,,,,,16798,600,,,,,,,,5300,1350,6738,2810,19412,,,,,,,300,,4542,2600,8570,3400,0.00638,0,0,0,0,0,0,0,0,0.00262,0.01958,0.02219,0.00148,0.01611,0.00181,0,0,0,0,0,0,0.00171,0.00737,0.06531,0.02653,0.03087,0.01132,0.00667,0,0,0,0,0,0,0,0.0344,0.00753,0.03458,0.01831,0.01135,0,0,0,0,0,0,0,0,0.02167,0.01453,0.04209,0.02013,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩12,500","₩8,200",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,3,3,4,7,12,1,"69,429,293","50,276,953","3,237,000","20,102,534","12,569,238","140,717,740",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
PITU,포인트업 러그,러그,러그,Fabric,판매중,PB,2022.4.14,,,1396,45.9,,계절적제품: 겨울,,35399000,,,,,99000,,,,14875000,3968000,4150000,12307000,87587340,1594000,33613000,15810000,11868000,,,,2906000,9465000,3889800,8441540,,46277150,2613150,5709000,1369000,10238000,,3360000,2839000,1480000,,4718000,8869000,5082000,13737600,,1620000,,1690000,,4158000,2970000,,1890600,1409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545,145,400,100,1000,,300,200,100,,400,600,300,600,,100,,100,,300,,,,100,,,0.00257,0,0,0,0,0.0001,0,0,0,0.01541,0.00282,0.00166,0.00756,0.00677,0.00181,0.04938,0.01604,0.0189,0,0,0,0.00331,0.00905,0.00309,0.00468,0,0.00347,0.00294,0.007,0.00231,0.01128,0,0.00324,0.00318,0.00145,0,0.00275,0.00463,0.00335,0.00111,0,0.00226,0,0.00169,0.0055,0.0034,0.0055,0,0.00163,0.00122,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03_1만~1.5만원,"₩15,400","₩14,400",,,,,,,,,,,,8,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,12,4,3,12,1,"87,587,340","3,856,429","1,179,500","4,579,200","3,856,429","13,737,600",69,365,31,260,262,195,,0.7346,-0.39,0.841,,
PKIM,파카 IM 만년필,만년필,펜,Stationery,판매중,NB,2025.10.2,,,129,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,11_5만원 이상,"₩58,000","₩57,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
PKJT,파카 조터 XL 볼펜,만년필,펜,Stationery,판매중,NB,2025.9.30,,,131,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962000,,,,,,,,,,,,1962000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,10_4.5만~5만원,"₩48,000","₩46,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,1,,,,1,,
PKMK,포켓 마켓백,장바구니,에코백,Bag&pouch,판매중,PB,2023.3.31,,,1045,34.4,,,,0,,,,,,,,,,,,,33769500,,,,,,2820000,940000,4490000,4596000,7992400,8545100,4386000,63491510,11020000,940000,1965200,1910000,970000,7547500,,6006000,24700810,890000,3242000,4300000,40996500,2670000,7810000,6304500,1780000,,2596000,,890000,8608000,3264000,890000,6184000,,,,,,,,,,,,,,,,,,,,,,,,,,,7667,1300,100,210,200,100,900,,700,3187,100,370,500,3970,300,1000,750,200,,300,100,100,,400,100,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261,0,0,0,0,0,0.00373,0.00104,0.00511,0.00439,0.00635,0.00474,0.00201,0.00476,0.0124,0.00115,0.00331,0.0021,0.00106,0.00727,0,0.00587,0.02236,0.00052,0.00169,0.00284,0.00331,0.00288,0.01092,0.00639,0.00178,0.00343,0,0.00343,0.00093,0.00742,0.00282,0.00054,0.00421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩6,200","₩6,200",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"6,753,900","5,290,959","222,500","5,856,643","5,290,959","40,996,500",214,365,31,196,262,195,,-0.0918,-0.39,0.841,,
PLSM,플러스 멀티충전 스테이션,멀티충전기,충전기,Tech,판매중,NB,2024.8.8,,,549,18.1,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,119401690,,,,,,,,2967580,13532500,65520000,9935600,27446010,47293520,3830000,1833500,,7360000,,1960000,890000,17800000,2015820,,8034200,3570000,,,,,,,,,,,,,,,,,,,,,,,,,,,3494,,,,,,,,82,375,2000,270,767,1324,100,50,,200,,50,50,500,54,,220,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896,0,0,0,0,0,0,0,0.0029,0.01225,0.03812,0.00519,0.01812,0.00381,0.00413,0.00256,0,0.00738,0.00259,0.00102,0.00259,0.01854,0.00174,0,0.00489,0.00243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07_3만~3.5만원,"₩32,800","₩32,600",,,,,,,,,,,,,,,,,,,,,,,,,5,30,31,,,,,,,,,,,,1,0,3,0,2,1,0,#DIV/0!,"21,840,000",#DIV/0!,"59,700,845","47,293,520",0,35,31,0,104,195,,,0.66,0.841,,국내소싱
PMPB,프라우드 메모패드,레더 하드커버,메모패드,Stationery,판매중,PB,2023.8.28,,,895,29.4,,,,0,,,,,,,,,,,,,36335800,,,,,,,,,6248000,10008000,6663800,13416000,45656750,,7310000,3290000,1170000,1920000,2500000,1956000,7535000,8582400,2260000,2693350,6440000,61358440,1802000,1862000,2600000,4030000,8459200,3486200,1940000,11706240,4870000,4200000,8604800,7798000,,,,,,,,,,,,,,,,,,,,,,,,,,,4655,,800,350,100,200,200,200,800,810,200,295,700,5418,200,200,280,400,,402,530,1233,500,,873,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281,0,0,0,0,0,0,0,0,0.00597,0.00795,0.00369,0.00615,0.00343,0,0.00897,0.00554,0.00129,0.0021,0.00241,0.00219,0.00736,0.00777,0.00132,0.00141,0.00425,0.00495,0.00194,0.0026,0.00263,0.00404,0.00461,0.00222,0.00461,0.0122,0.0042,0.00363,0.00523,0.00531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩7,500","₩7,200",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"7,267,160","3,804,729","565,000","8,765,491","3,804,729","61,358,440",214,365,31,90,262,195,,-1.3778,-0.39,0.841,,
PRMF,프라임 폴더블 멀티충전기,멀티충전기,충전기,Tech,판매중,NB,2024.6.14,,,604,19.9,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,90733310,,,,,,,9267000,7552500,13568870,,39626200,20718740,131642180,17795000,5110000,4228000,29599200,5320000,9961000,5227000,18977700,5958000,8087400,13508880,7870000,,,,,,,,,,,,,,,,,,,,,,,,,,,1797,,,,,,,180,150,263,,800,404,3663,350,100,80,578,900,185,80,366,110,500,264,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681,0,0,0,0,0,0,0.01037,0.00738,0.01228,0,0.0207,0.01368,0.01062,0.01917,0.00714,0.00428,0.02966,0.01317,0.00599,0.01317,0.01977,0.00514,0.00699,0.00822,0.00536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10_4.5만~5만원,"₩49,800","₩48,000",,,,,,,,,,,,,,,,,,,,20,31,31,30,31,30,30,31,,,,,,,,,,,,1,4,4,0,7,1,0,"22,683,328",0,#DIV/0!,"12,961,901","131,642,180",0,203,31,0,143,195,,,-0.42,0.841,,국내소싱
