파츠명 (Long ver),굿즈 연결 현황 (from item),파츠 유형,파츠: 가로x세로x높이(장폭고),파츠: 지류/소재,발주 세부사항(임가공 포함),재고여부,제작협력사,itemdb (new),1개_표준원가,50개_표준원가,100개_표준원가,300개_표준원가,500개_표준원가,1000개_표준원가,3000개_표준원가,5000개_표준원가,10000개_표준원가,30000개_표준원가,재고_리드타임,파츠 제작 리드타임_기본_500개,파츠 제작 이동 리드타임,파츠 제작 리드타임_수량별 조정_1000개,파츠 제작 리드타임_수량별 조정_3000개,파츠 총 제작 리드타임_기본_500개,파츠 총 제작 리드타임_1000개,파츠 총 제작 리드타임_3000개,파츠 제작 리드타임_수량별 조정_100개,파츠 총 제작 리드타임_100개,파츠 제작 리드타임_수량별 조정_300개,파츠 총 제작 리드타임_300개
PT0862-교정시트_내지_리유저블캘린더_청산인쇄,리유저블 캘린더,Printing Parts,,몽블랑화이트 190g (FSC 인증지),교정지 컨펌전 본제작 금지,,(주)청산인쇄,"RUCD_PT0862-교정시트_내지_리유저블캘린더_청산인쇄[리유저블캘린더_내지],1234_PT0862-교정시트_내지_리유저블캘린더_청산인쇄",170000,,,,,,,,,,,7,,,,7,7,7,,7,,7
PT1925-색박(음각)_50x50_청산인쇄,리유저블 캘린더,Printing Parts,,,색박_ ??박 (지산 ??),,(주)청산인쇄,RUCD_PT1925-색박(음각)_50x50_청산인쇄[리유저블캘린더_헤드],80000,2000,1086,504,387,332,235,193,143,123,,,,,,,0,0,,0,,0
PT2514-리유저블캘린더_추상적산출물,리유저블 캘린더,Phantom Parts,,,,,(주)청산인쇄,RUCD_PT2514-리유저블캘린더_추상적산출물,,,,,,,,,,,,7,1,3,5,7,10,12,,7,,7
PT3493-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,리유저블 캘린더,Package Parts,,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,RUCD_PT3493-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3612-조립산출물_리유저블캘린더,리유저블 캘린더,Phantom Parts,,,,,,RUCD_PT3612-조립산출물_리유저블캘린더,,,,,,,,,,,,,,,,,0,0,,0,,0
PT0853-리유저블캘린더_삼각대_그레이,"리유저블 캘린더, 재고생산",Product Parts,"1.삼각대 앞판 : 122x190mm
2.삼각대 중간판 : 122x65mm
3.삼각대 뒷판 : 122x305mm
4.서브헤드 : 122x13mm","*전체 FSC 인증지
1.삼각대 앞판 : 에스카보드 1.75mm  
2.삼각대 중간판 : 에스카보드 1.75mm 
3.삼각대 뒷판 : 에스카보드 1.75mm 
4.서브헤드 : 에스카보드 1.75mm

","*전체 FSC 인증지
1) 삼각대 앞판 : 에스카보드 1.75mm  122x190mm
2) 삼각대 중간판 : 에스카보드 1.75mm 122x65mm
3) 삼각대 뒷판 : 에스카보드 1.75mm 122x305mm
4) 서브헤드 : 에스카보드 1.75mm 122x13mm
5) 인쇄 없음 
6) 도무송 
7) 양면테이프 수작업 
8) FSC인증용 청구서 전달
* FSC_Claim : FSC mix

",,(주)청산인쇄,"RUCD_PT0853-리유저블캘린더_삼각대_그레이,1234_PT0853-리유저블캘린더_삼각대_그레이,STCK_PT0853-리유저블캘린더_삼각대_그레이",1900,1900,1900,1900,1900,1900,1900,1900,1800,1800,19,,,,,,0,0,,0,,0
PT2772-리틀빅리유저블컵_반투명,리틀빅 리유저블컵,Product Parts,80x135 mm / 350ml,"PP, 실리콘","바디는 6개씩 소분하여 비닐 포장, 뚜껑은 벌크 입고해주세요. 
스크래치 나지 않게 포장 부탁드립니다.",,윈브릿지,LTBR_PT2772-리틀빅리유저블컵_반투명,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,,,,,,,0,0,,0,,0
PT2773-리틀빅리유저블컵_아이보리,리틀빅 리유저블컵,Product Parts,80x135 mm / 350ml,"PP, 실리콘","바디는 6개씩 소분하여 비닐 포장, 뚜껑은 벌크 입고해주세요. 
스크래치 나지 않게 포장 부탁드립니다.",,윈브릿지,LTBR_PT2773-리틀빅리유저블컵_아이보리,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,,,,,,,0,0,,0,,0
PT2774-리틀빅리유저블컵_바나나옐로우,리틀빅 리유저블컵,Product Parts,80x135 mm / 350ml,"PP, 실리콘","바디는 6개씩 소분하여 비닐 포장, 뚜껑은 벌크 입고해주세요. 
스크래치 나지 않게 포장 부탁드립니다.",,윈브릿지,LTBR_PT2774-리틀빅리유저블컵_바나나옐로우,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,,,,,,,0,0,,0,,0
PT2775-리틀빅리유저블컵_메론그린,리틀빅 리유저블컵,Product Parts,80x135 mm / 350ml,"PP, 실리콘","바디는 6개씩 소분하여 비닐 포장, 뚜껑은 벌크 입고해주세요. 
스크래치 나지 않게 포장 부탁드립니다.",,윈브릿지,LTBR_PT2775-리틀빅리유저블컵_메론그린,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,,,,,,,0,0,,0,,0
PT2776-리틀빅리유저블컵_스카이블루,리틀빅 리유저블컵,Product Parts,80x135 mm / 350ml,"PP, 실리콘","바디는 6개씩 소분하여 비닐 포장, 뚜껑은 벌크 입고해주세요. 
스크래치 나지 않게 포장 부탁드립니다.",,윈브릿지,LTBR_PT2776-리틀빅리유저블컵_스카이블루,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,,,,,,,0,0,,0,,0
PT2777-리틀빅리유저블컵_카키,리틀빅 리유저블컵,Product Parts,80x135 mm / 350ml,"PP, 실리콘","바디는 6개씩 소분하여 비닐 포장, 뚜껑은 발포지로 한층한층 작업해서 약 20개씩 묶음포장으로 입고해주세요. 
스크래치 나지 않게 포장 부탁드립니다.",,윈브릿지,LTBR_PT2777-리틀빅리유저블컵_카키,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,,,,,,,0,0,,0,,0
PT2778-샘플(실크)_1색_단면_윈브릿지,리틀빅 리유저블컵,Printing Parts,,,,,윈브릿지,LTBR_PT2778-샘플(실크)_1색_단면_윈브릿지,,,,,,,,,,,,4,,,,4,4,4,,4,,4
PT2779-샘플(실크)_1색_양면_윈브릿지,리틀빅 리유저블컵,Printing Parts,,,,,윈브릿지,LTBR_PT2779-샘플(실크)_1색_양면_윈브릿지,,,,,,,,,,,,4,,,,4,4,4,,4,,4
PT2780-실크_1색_단면_윈브릿지,리틀빅 리유저블컵,Printing Parts,,,,,윈브릿지,LTBR_PT2780-실크_1색_단면_윈브릿지,,,500,200,200,200,200,200,200,200,,,,,,,0,0,,0,,0
PT2781-실크_1색_양면_윈브릿지,리틀빅 리유저블컵,Printing Parts,,,,,윈브릿지,LTBR_PT2781-실크_1색_양면_윈브릿지,,,500,200,200,200,200,200,200,200,,,,,,,0,0,,0,,0
PT2782-단품박스(기성(배송용))_화이트,리틀빅 리유저블컵,Package Parts,81x81x138,,단품박스 (기성배송용박스)는 벌크형태로 제품 납품시 함께 출고 부탁 드립니다.,,윈브릿지,LTBR_PT2782-단품박스(기성(배송용))_화이트,,,,,,,,,,,,,,,,,0,0,,0,,0
PT2783-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-87,리틀빅 리유저블컵,Package Parts,72x72,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,LTBR_PT2783-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-87,,170,170,150,130,110,90,80,70,,,2,1,2,4,2,4,6,,2,,2
PT2792-리틀빅리유저블컵_추상적산출물,리틀빅 리유저블컵,Phantom Parts,,,,,윈브릿지,LTBR_PT2792-리틀빅리유저블컵_추상적산출물,,,,,,,,,,,,5,2,3,6,5,8,11,-2,3,,5
PT3759-조립산출물_리틀빅리유저블컵,리틀빅 리유저블컵,Phantom Parts,,,,,,LTBR_PT3759-조립산출물_리틀빅리유저블컵,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3826-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,리틀빅 리유저블컵,Package Parts,50x45,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,LTBR_PT3826-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,,,,,,,,,,,2,1,2,4,2,4,6,,2,,2
PT3742-조립산출물_린넨메쉬스트링파우치,린넨메쉬스트링파우치,Phantom Parts,,,,,,LNMS_PT3742-조립산출물_린넨메쉬스트링파우치,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3782-인쇄된린넨메쉬스트링파우치,린넨메쉬스트링파우치,Package Parts,,,,,,"TUTH_PT3782-인쇄된린넨메쉬스트링파우치,LNMS_PT3782-인쇄된린넨메쉬스트링파우치",,,,,,,,,,,,,,,,,0,0,,0,,0
PT2188-실크_전면_개미기획,"린넨메쉬스트링파우치, 라운드 밤부 칫솔",Printing Parts,,,,,개미기획,"TUTH_PT2188-실크_전면_개미기획[린넨메쉬스트링파우치],LNMS_PT2188-실크_전면_개미기획,RBTB_PT2188-실크_전면_개미기획",0,1100,800,600,560,530,510,506,503,501,,,,,,,0,0,,0,,0
PT0863-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-9,릴리프 눈마사지기,Package Parts,83x35,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,EMSG_PT0863-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-9[단품박스],,100,100,100,90,80,70,60,50,40,,2,1,2,4,2,4,6,,2,,2
PT0864-릴리프눈마사지기_화이트,릴리프 눈마사지기,Product Parts,202x95x77,"ABS, PU",C타입 개선제품으로 출고 부탁드립니다.,,주식회사 클라고,EMSG_PT0864-릴리프눈마사지기_화이트,20909,20909,20909,20909,20909,20909,20909,20909,20909,20909,,1,2,1,1,1,2,2,,1,,1
PT0865-단품박스(기성)_200-3,릴리프 눈마사지기,Package Parts,203x133x95,,,,주식회사 클라고,EMSG_PT0865-단품박스(기성)_200-3,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0866-레이저각인_릴리프눈마사지기_타우하이텍,릴리프 눈마사지기,Printing Parts,,,레이저인쇄,,타우하이텍,EMSG_PT0866-레이저각인_릴리프눈마사지기_타우하이텍[릴리프눈마사지기],,1500,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,0,0,,0,,0
PT0867-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄_100-4,릴리프 눈마사지기,Package Parts,190x123,컨셉트레싱지 170g,먹 1도인쇄,,서울디지털인쇄협동조합,EMSG_PT0867-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄_100-4,35000,350,350,320,144,116,71,67,63,54,,3,1,3,5,3,6,8,-2,1,,3
PT2656-샘플(본제작과동일옵션),릴리프 눈마사지기,Printing Parts,,,,,타우하이텍,EMSG_PT2656-샘플(본제작과동일옵션)[릴리프눈마사지기],,0,0,0,0,0,0,0,0,0,,4,,,,4,4,4,,4,,4
PT2691-릴리프눈마사지기_추상적산출물,릴리프 눈마사지기,Phantom Parts,,,,,타우하이텍,EMSG_PT2691-릴리프눈마사지기_추상적산출물,,,,,,,,,,,,4,1,3,6,4,7,10,,4,,4
PT2756-샘플(릴리프눈마사지기),릴리프 눈마사지기,Product Parts,,,,,주식회사 클라고,EMSG_PT2756-샘플(릴리프눈마사지기),,,,,,,,,,,,0,,,,0,0,0,,0,,0
PT3583-외주생산총공정산출물_릴리프눈마사지기,릴리프 눈마사지기,Phantom Parts,,,,,,EMSG_PT3583-외주생산총공정산출물_릴리프눈마사지기,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3722-조립산출물_릴리프눈마사지기,릴리프 눈마사지기,Phantom Parts,,,,,,EMSG_PT3722-조립산출물_릴리프눈마사지기,,,,,,,,,,,,,,,,,0,0,,0,,0
PT0868-마그넷오프너(타원형),마그넷 오프너,Product Parts, 69X45,유포인디고 200g,"CAF3FE7E4E752366825
병따개 버튼(타원형)

1)단면 인쇄
2)단면 무광코팅",,주식회사 베러웨이시스템즈,MOPN_PT0868-마그넷오프너(타원형),1867,945,893,851,830,809,798,798,798,798,,,,,,,0,0,,0,,0
PT0869-마그넷오프너(원형),마그넷 오프너,Product Parts, 58X58,유포인디고 150g,"09BF743B94494739330
병따개 버튼(원형)
1)단면 인쇄
2)단면 무광코팅",,주식회사 베러웨이시스템즈,MOPN_PT0869-마그넷오프너(원형),1867,914,851,788,767,756,735,735,735,735,,,,,,,0,0,,0,,0
PT0870-배경지(커스텀인쇄)_화이트+디지털풀컬러_000-5,마그넷 오프너,Package Parts,87x87,아트지 250g,"1) 양면 디지털 프린팅
2) 양면 무광코팅
3) 사각재단",,서울디지털인쇄협동조합,MOPN_PT0870-배경지(커스텀인쇄)_화이트+디지털풀컬러_000-5[OPP],,300,300,270,250,230,200,150,100,0,,3,1,2,4,3,5,7,,3,,3
PT0871-배경지(커스텀인쇄)_화이트+디지털풀컬러_000-15,마그넷 오프너,Package Parts,70x100,아트지 250g,"1) 양면 디지털 프린팅
2) 양면 무광코팅
3) 사각재단",,서울디지털인쇄협동조합,MOPN_PT0871-배경지(커스텀인쇄)_화이트+디지털풀컬러_000-15[유광비닐덮개파우치],,300,300,270,250,230,200,150,100,0,,3,1,2,4,3,5,7,,3,,3
PT0872-OPP(기성)(마그넷오프너),마그넷 오프너,Package Parts,,OPP,사탕포장,,주식회사 베러웨이시스템즈,MOPN_PT0872-OPP(기성)(마그넷오프너),0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT2516-마그넷오프너_추상적산출물,마그넷 오프너,Phantom Parts,,,,,주식회사 베러웨이시스템즈,MOPN_PT2516-마그넷오프너_추상적산출물,,,,,,,,,,,,5,1,2,5,5,7,10,,5,,5
PT2664-샘플(본제작과동일옵션),마그넷 오프너,Printing Parts,,,,,,MOPN_PT2664-샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,,5,,,,5,5,5,,5,,5
PT3734-조립산출물_마그넷오프너,마그넷 오프너,Phantom Parts,,,,,,MOPN_PT3734-조립산출물_마그넷오프너,,,,,,,,,,,,,,,,,0,0,,0,,0
PT0875-실크_매트블랙텀블러_스텐락(CNT코리아),매트블랙 텀블러,Printing Parts,,,"인쇄 색상 : 유광블랙, 백색 중 택일 
인쇄 위치 : 시안 참고",,주식회사 꾸띠잔홀딩스,"MTTB_PT0875-실크_매트블랙텀블러_스텐락(CNT코리아)[매트블랙텀블러],1234_PT0875-실크_매트블랙텀블러_스텐락(CNT코리아)",20000,400,200,67,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0876-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-7,매트블랙 텀블러,Package Parts,95x95x183,BV 400g,"1) 단면 4도인쇄
2) 단면 무광코팅
3) 도무송
4) 삼면접착",,(주)청산인쇄,"MTTB_PT0876-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-7,1234_PT0876-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-7",,,3670,1890,900,715,495,440,407,407,14,,,,,,0,0,,0,,0
PT0877-색박(음각)_매트블랙텀블러_유엘상사,매트블랙 텀블러,Printing Parts,,,,,유엘상사,"MTTB_PT0877-색박(음각)_매트블랙텀블러_유엘상사[가죽슬리브],1234_PT0877-색박(음각)_매트블랙텀블러_유엘상사",55000,3400,2650,2183,1910,1755,1618,1204,1102,1001,,,,,,,0,0,,0,,0
PT0880-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-2,매트블랙 텀블러,Package Parts,53x85,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,"MTTB_PT0880-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-2[전용_단품박스],1234_PT0880-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-2",8500,170,170,150,130,110,90,80,70,70,,2,1,2,4,2,4,6,,2,,2
PT0881-공박(음각)_매트블랙텀블러_유엘상사,매트블랙 텀블러,Printing Parts,,,"인쇄 색상 : 불박, 은불박, 금불박 중 택
인쇄 위치 : 시안에 표기",,유엘상사,"MTTB_PT0881-공박(음각)_매트블랙텀블러_유엘상사[가죽슬리브],1234_PT0881-공박(음각)_매트블랙텀블러_유엘상사",22708,2154,1927,1576,1445,1223,1008,905,852,801,,,,,,,0,0,,0,,0
PT0882-단품박스(커스텀인쇄)_블랙_000-7,매트블랙 텀블러,Package Parts,95x95x183,흑기사 400g,"1) 지류 후가공 하단 참조
(임가공) 삼면접착",,(주)청산인쇄,"MTTB_PT0882-단품박스(커스텀인쇄)_블랙_000-7,1234_PT0882-단품박스(커스텀인쇄)_블랙_000-7",,,3630,1925,1760,638,650,440,340,0,14,,,,,,0,0,,0,,0
PT0883-레이저각인_매트블랙텀블러_스텐락(CNT코리아),매트블랙 텀블러,Printing Parts,,,"레이저인쇄
인쇄 위치: 시안 참고",,주식회사 꾸띠잔홀딩스,"MTTB_PT0883-레이저각인_매트블랙텀블러_스텐락(CNT코리아)[매트블랙텀블러],1234_PT0883-레이저각인_매트블랙텀블러_스텐락(CNT코리아)",20000,400,200,67,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1919-색박(음각)_50x50_청산인쇄,매트블랙 텀블러,Printing Parts,,,색박_ ??박 (지산 ??),,(주)청산인쇄,MTTB_PT1919-색박(음각)_50x50_청산인쇄[커스텀인쇄_단품박스],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1942-색박(음각)_50x100_청산인쇄,매트블랙 텀블러,Printing Parts,,,색박_ ??박 (지산 ??),,(주)청산인쇄,MTTB_PT1942-색박(음각)_50x100_청산인쇄[커스텀인쇄_단품박스],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1960-색박(음각)_100x100_청산인쇄,매트블랙 텀블러,Printing Parts,,,색박_ ??박 (지산 ??),,(주)청산인쇄,MTTB_PT1960-색박(음각)_100x100_청산인쇄[커스텀인쇄_단품박스],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1980-색박(음각)_150x200_청산인쇄,매트블랙 텀블러,Printing Parts,,,색박_ ??박 (지산 ??),,(주)청산인쇄,MTTB_PT1980-색박(음각)_150x200_청산인쇄[커스텀인쇄_단품박스],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1993-색박(음각)_250x250_청산인쇄,매트블랙 텀블러,Printing Parts,,,색박_ ??박 (지산 ??),,(주)청산인쇄,MTTB_PT1993-색박(음각)_250x250_청산인쇄[커스텀인쇄_단품박스],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT2401-매트블랙텀블러_추상적산출물,매트블랙 텀블러,Phantom Parts,,,,,주식회사 꾸띠잔홀딩스,MTTB_PT2401-매트블랙텀블러_추상적산출물,,,,,,,,,,,,3,1,2,4,3,5,7,,3,,3
PT2403-가죽슬리브_추상적산출물,매트블랙 텀블러,Phantom Parts,,,,,유엘상사,MTTB_PT2403-가죽슬리브_추상적산출물,,,,,,,,,,,,4,1,2,4,4,6,8,,4,,4
PT2404-매트블랙텀블러_단품박스_추상적산출물,매트블랙 텀블러,Phantom Parts,,,,,(주)청산인쇄,MTTB_PT2404-매트블랙텀블러_단품박스_추상적산출물,,,,,,,,,,,,11,1,3,5,11,14,16,,11,,11
PT2622-샘플(본제작과동일옵션),매트블랙 텀블러,Printing Parts,,,,,주식회사 꾸띠잔홀딩스,MTTB_PT2622-샘플(본제작과동일옵션)[매트블랙텀블러],27110,,,,,,,,,,,4,,,,4,4,4,,4,,4
PT3012-비벨라_시트(컬러선택필요),매트블랙 텀블러,Product Parts,680x1000,,굿즈에 따라 발주 수량 상이,,주식회사 서경,MTTB_PT3012-비벨라_시트(컬러선택필요),,,,,,,,,,,,,,,,,0,0,,0,,0
PT3720-조립산출물_매트블랙텀블러,매트블랙 텀블러,Phantom Parts,,,,,,MTTB_PT3720-조립산출물_매트블랙텀블러,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3827-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,매트블랙 텀블러,Package Parts,50x45,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,MTTB_PT3827-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러[전용_단품박스],,,,,,,,,,,,2,1,2,4,2,4,6,,2,,2
PT0879-가죽슬리브_컬러,"매트블랙 텀블러, 재고생산",Product Parts,265x65,,,,유엘상사,"MTTB_PT0879-가죽슬리브_컬러[매트블랙텀블러],""1234_PT0879-가죽슬리브_컬러,PT4599-가죽슬리브_컬러_(ver2)"",""STCK_PT0879-가죽슬리브_컬러,PT4599-가죽슬리브_컬러_(ver2)""",392,392,392,392,392,392,392,392,392,392,,,,,,,0,0,,0,,0
PT2584-펠트스트링파우치_추상적산출물,메시지 캐리어 파우치,Phantom Parts,,,,,개미기획,"TMLO_PT2584-펠트스트링파우치_추상적산출물,FSPC_PT2584-펠트스트링파우치_추상적산출물,MSGC_PT2584-펠트스트링파우치_추상적산출물[메시지캐리어파우치]",,,,,,,,,,,,5,,2,4,5,7,9,,5,,5
PT2968-메시지캐리어파우치_블랙,메시지 캐리어 파우치,Product Parts,180x105x60,ABS,"색상: 블랙
",,(주)이삭반도체,MSGC_PT2968-메시지캐리어파우치_블랙,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,,,2,,,,0,0,,0,,0
PT2971-샘플(UV인쇄)_(주)이삭반도체,메시지 캐리어 파우치,Printing Parts,,,"1) 사각형 단차면 반대가 인쇄면입니다.
2) 중앙정렬 확인부탁드립니다.
3) 지퍼백에 포장해주세요",,(주)이삭반도체,MSGC_PT2971-샘플(UV인쇄)_(주)이삭반도체[메시지캐리어파우치],26673,,,,,,,,,,,4,,,,4,4,4,,4,,4
PT2972-UV_(주)이삭반도체,메시지 캐리어 파우치,Printing Parts,,,"1) 사각형 단차면 반대가 인쇄면입니다.
2) 중앙정렬 확인부탁드립니다.
3) 지퍼백에 포장해주세요
",,(주)이삭반도체,MSGC_PT2972-UV_(주)이삭반도체[메시지캐리어파우치],21273,2073,1673,1406,1353,1333,1333,1333,1333,1333,,5,1,8,99,5,13,104,,5,,5
PT2973-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,메시지 캐리어 파우치,Package Parts,68x50,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,MSGC_PT2973-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,5000,100,100,100,90,80,70,60,50,50,,2,1,2,4,2,4,6,,2,,2
PT2979-메시지캐리어파우치_추상적산출물,메시지 캐리어 파우치,Phantom Parts,,,"1) 사각형 단차면 반대가 인쇄면입니다.
2) 중앙정렬 확인부탁드립니다.
3) 지퍼백에 포장해주세요",,(주)이삭반도체,MSGC_PT2979-메시지캐리어파우치_추상적산출물,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3427-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,메시지 캐리어 파우치,Package Parts,50x45,초강접 아트지 스티커 90g,"1) 단면인쇄
2) 무광코팅
3) 반칼",,서울디지털인쇄협동조합,MSGC_PT3427-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,,,,,,,,,,,,2,1,2,4,2,4,6,,2,,2
PT3723-조립산출물_메시지캐리어파우치,메시지 캐리어 파우치,Phantom Parts,,,,,,MSGC_PT3723-조립산출물_메시지캐리어파우치,,,,,,,,,,,,,,,,,0,0,,0,,0
PT3948-외주생산총공정산출물_메시지캐리어파우치,메시지 캐리어 파우치,Phantom Parts,,,,,,MSGC_PT3948-외주생산총공정산출물_메시지캐리어파우치,,,,,,,,,,,,5,1,8,16,5,13,21,,5,,5
PT4782-샘플(UV인쇄)_와이이케이글래스주식회사,메시지 캐리어 파우치,Printing Parts,,,"1) 사각형 단차면 반대가 인쇄면입니다.
2) 중앙정렬 확인부탁드립니다.
3) 지퍼백에 포장해주세요",,와이이케이글래스주식회사,MSGC_PT4782-샘플(UV인쇄)_와이이케이글래스주식회사,5000,,,,,,,,,,,4,,,,4,4,4,,4,,4
PT4783-UV_와이이케이글래스주식회사,메시지 캐리어 파우치,Printing Parts,,,"1) 사각형 단차면 반대가 인쇄면입니다.
2) 중앙정렬 확인부탁드립니다.
3) 지퍼백에 포장해주세요
",,와이이케이글래스주식회사,MSGC_PT4783-UV_와이이케이글래스주식회사,1700,1700,1700,1700,1700,1700,1200,1200,1100,1100,,5,1,8,15,5,13,20,,5,,5
PT4785-메시지캐리어파우치(2024ver)_추상적산출물,메시지 캐리어 파우치,Phantom Parts,,,"1) 사각형 단차면 반대가 인쇄면입니다.
2) 중앙정렬 확인부탁드립니다.
3) 지퍼백에 포장해주세요
4
",,(주)주니어 빌리지,MSGC_PT4785-메시지캐리어파우치(2024ver)_추상적산출물,,,,,,,,,,,,0,1,8,15,0,8,15,,0,,0
PT5158-샘플(본제작과동일옵션),모뉴먼트 블랙 트로피,Product Parts, 75x200x40mm,"블랙크리스탈 / 메탈플레이트 : 골드, 실버, 브론즈",,,도로어워드,MNBT_PT5158-샘플(본제작과동일옵션),115000,96000,87500,83250,83250,83250,83250,83250,83250,83250,,6,,,,6,6,6,,6,,6
PT5163-트로피인쇄_개별시안_도로어워드,모뉴먼트 블랙 트로피,Printing Parts,,,"1) 메탈플레이트 : 
음각(골드), 음각(컬러) 등 
",,도로어워드,MNBT_PT5163-트로피인쇄_개별시안_도로어워드,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT5164-트로피인쇄_동일시안_도로어워드,모뉴먼트 블랙 트로피,Printing Parts,,,"1) 메탈플레이트 : 
음각(골드), 음각(컬러) 등 
",,도로어워드,MNBT_PT5164-트로피인쇄_동일시안_도로어워드,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT5165-모뉴먼트블랙트로피_컬러,모뉴먼트 블랙 트로피,Product Parts, 75x200x40mm,"블랙크리스탈 / 메탈플레이트 : 골드, 실버, 브론즈",,,도로어워드,MNBT_PT5165-모뉴먼트블랙트로피_컬러,105060,86060,77560,73310,73310,73310,73310,73310,73310,73310,,,,,,,0,0,,0,,0
PT5168-벨벳케이스(전용)_블랙,모뉴먼트 블랙 트로피,Package Parts,"1) 외경 : 110 x 235 x 62 mm
2) 내경
-상짝 내부(화이트) : 95 x 215 x 20 mm
- 하짝 내부(블랙) : 80 x 205 x 30 mm
3) 리본(Ribbon)
- 색상 : Black
- 폭 : 10 mm
- 길이 : 약 310 mm (오차 범위 ±5mm)","벨벳, 지류","1) 외경 : 110 x 235 x 62 mm
2) 내경
-상짝 내부(화이트) : 95 x 215 x 20 mm
- 하짝 내부(블랙) : 80 x 205 x 30 mm
3) 리본(Ribbon)
- 색상 : Black
- 폭 : 10 mm
- 길이 : 약 310 mm (오차 범위 ±5mm)",,도로어워드,MNBT_PT5168-벨벳케이스(전용)_블랙,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,,,,,,,0,0,,0,,0
PT5181-조립산출물_모뉴먼트블랙트로피,모뉴먼트 블랙 트로피,Phantom Parts,,,,,,MNBT_PT5181-조립산출물_모뉴먼트블랙트로피,,,,,,,,,,,,,,,,,0,0,,0,,0
PT5186-모뉴먼트블랙트로피_추상적산출물,모뉴먼트 블랙 트로피,Phantom Parts,,,,,도로어워드,MNBT_PT5186-모뉴먼트블랙트로피_추상적산출물,,,,,,,,,,,,999,,,,999,999,999,,999,,999
